City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Cayenne,GF,2022-09-10 23:17:56,4.9333,-52.3333,80.64,83,0,3.44
292,Meulaboh,ID,2022-09-10 23:17:56,4.1363,96.1285,75.2,88,78,4.12
293,Dayong,CN,2022-09-10 23:17:56,25.0209,118.2898,74.68,84,30,2.53
294,Hirara,JP,2022-09-10 23:17:57,24.8,125.2833,84.06,89,75,17.27
295,Baykit,RU,2022-09-10 23:17:57,61.67,96.37,44.19,99,100,4.29
296,Sydney,AU,2022-09-10 23:13:35,-33.8679,151.2073,62.37,53,75,14.97
297,Silver City,US,2022-09-10 23:17:58,32.7701,-108.2803,84.92,34,0,11.5
298,Grindavik,IS,2022-09-10 23:17:58,63.8424,-22.4338,51.75,93,75,12.66
299,Provideniya,RU,2022-09-10 23:17:59,64.3833,-173.3,46.74,69,19,6.06
300,Ambon,ID,2022-09-10 23:17:59,-3.6954,128.1814,77.23,15,20,3.44
301,Mayo,US,2022-09-10 23:18:00,38.8876,-76.5119,79.21,78,0,3.44
302,Tifton,US,2022-09-10 23:18:00,31.4505,-83.5085,78.76,83,100,0.0
303,Hasaki,JP,2022-09-10 23:18:00,35.7333,140.8333,73.8,84,100,22.77
304,Cabinda,AO,2022-09-10 23:18:01,-5.55,12.2,73.78,87,64,8.75
305,Tuatapere,NZ,2022-09-10 23:18:01,-46.1333,167.6833,51.03,61,2,3.76
306,Te Anau,NZ,2022-09-10 23:18:02,-45.4167,167.7167,47.93,60,14,0.69
307,Loubomo,CG,2022-09-10 23:18:02,-4.1997,12.6739,71.37,85,45,5.73
308,Plettenberg Bay,ZA,2022-09-10 23:18:03,-34.0527,23.3716,56.37,75,28,9.33
309,Xixiang,CN,2022-09-10 23:18:03,35.1628,112.865,66.79,71,2,4.59
310,Nadbai,IN,2022-09-10 23:18:03,27.2333,77.2,85.08,61,35,4.76
311,Boali,CF,2022-09-10 23:18:04,4.8005,18.1275,71.26,96,100,3.74
312,Gola Gokarannath,IN,2022-09-10 23:18:04,28.0833,80.4667,79.05,74,0,6.02
313,Cofradia,HN,2022-09-10 23:18:05,15.4,-88.15,85.08,92,71,4.07
314,Namatanai,PG,2022-09-10 23:18:05,-3.6667,152.4333,84.29,62,71,12.8
315,Clyde River,CA,2022-09-10 23:18:06,70.4692,-68.5914,39.43,93,100,3.44
316,Charala,CO,2022-09-10 23:18:06,6.2858,-73.1472,67.26,93,84,2.01
317,Mount Isa,AU,2022-09-10 23:18:07,-20.7333,139.5,74.97,23,5,16.11
318,Asau,RO,2022-09-10 23:18:07,46.4333,26.4,60.28,92,100,5.48
319,Boende,CD,2022-09-10 23:18:08,-0.2167,20.8667,72.01,92,56,2.71
320,Olafsvik,IS,2022-09-10 23:18:08,64.8945,-23.7142,49.17,84,69,15.75
321,San Borja,BO,2022-09-10 23:18:08,-14.8167,-66.85,81.45,35,34,3.89
322,Hithadhoo,MV,2022-09-10 23:19:09,-0.6,73.0833,81.25,73,51,13.67
323,Vardo,NO,2022-09-10 23:19:09,70.3705,31.1107,48.18,81,100,10.36
324,Cabo San Lucas,MX,2022-09-10 23:14:28,22.8909,-109.9124,88.61,74,20,9.22
325,Ripoll,ES,2022-09-10 23:19:10,42.2006,2.1903,67.42,86,15,1.01
326,Coquimbo,CL,2022-09-10 23:18:31,-29.9533,-71.3436,55.13,76,100,5.75
327,Kupang,ID,2022-09-10 23:19:10,-10.1667,123.5833,78.19,77,35,6.51
328,Sioux Lookout,CA,2022-09-10 23:19:11,50.1001,-91.917,59.07,67,40,2.3
329,Takoradi,GH,2022-09-10 23:19:11,4.8845,-1.7554,73.76,90,60,8.32
330,Usinsk,RU,2022-09-10 23:19:12,65.9939,57.5281,41.59,93,100,9.01
331,Kalemie,CD,2022-09-10 23:19:12,-5.9475,29.1947,72.61,55,24,5.84
332,Esperance,AU,2022-09-10 23:19:12,-33.8667,121.9,51.75,88,95,7.83
333,Tiarei,PF,2022-09-10 23:19:13,-17.5333,-149.3333,82.42,68,5,19.17
334,Zhanaozen,KZ,2022-09-10 23:19:13,43.3,52.8,53.96,55,0,7.23
335,Kastoria,GR,2022-09-10 23:19:14,40.5167,21.2667,66.33,71,0,4.34
336,Venice,US,2022-09-10 23:14:30,27.0998,-82.4543,84.97,76,0,0.0
337,North Battleford,CA,2022-09-10 23:18:01,52.7834,-108.2847,77.09,20,0,16.11
338,Mount Gambier,AU,2022-09-10 23:19:14,-37.8333,140.7667,49.73,88,100,8.86
339,Lazaro Cardenas,MX,2022-09-10 23:19:15,17.9583,-102.2,82.54,82,100,12.93
340,Paragominas,BR,2022-09-10 23:19:15,-2.9667,-47.4833,83.19,45,77,5.75
341,Monteagudo,BO,2022-09-10 23:19:16,-19.8167,-63.9833,60.64,37,2,2.53
342,Camacha,PT,2022-09-10 23:19:16,33.0833,-16.3333,72.82,88,20,11.5
343,Manzanillo,CU,2022-09-10 23:19:16,20.3433,-77.1167,84.79,68,31,5.97
344,Half Moon Bay,US,2022-09-10 23:14:59,37.4636,-122.4286,83.41,70,0,11.5
345,Longyearbyen,SJ,2022-09-10 23:19:17,78.2186,15.6401,33.64,69,40,11.5
346,Nanortalik,GL,2022-09-10 23:19:18,60.1432,-45.2371,44.38,75,32,8.99
347,Hervey Bay,AU,2022-09-10 23:19:18,-25.2986,152.8535,65.53,50,77,9.06
348,Guarapari,BR,2022-09-10 23:19:19,-20.6667,-40.4975,74.89,74,9,17.11
349,Sijunjung,ID,2022-09-10 23:19:19,-0.6876,100.9537,69.87,95,100,1.9
350,Makakilo City,US,2022-09-10 23:18:44,21.3469,-158.0858,86.32,57,20,14.97
351,Ballina,AU,2022-09-10 23:19:20,-28.8667,153.5667,65.79,64,3,6.4
352,Maymyo,MM,2022-09-10 23:19:20,22.0333,96.4667,66.02,99,100,1.9
353,Saint-Joseph,RE,2022-09-10 23:19:21,-21.3667,55.6167,64.78,72,54,7.18
354,Sokolo,ML,2022-09-10 23:19:21,14.7328,-6.1219,80.64,71,83,8.43
355,Sur,OM,2022-09-10 23:19:21,22.5667,59.5289,85.23,58,94,8.59
356,Orikum,AL,2022-09-10 23:19:22,40.3253,19.4714,77.81,67,17,2.06
357,Kilindoni,TZ,2022-09-10 23:19:22,-7.9139,39.6668,74.71,81,6,8.14
358,Jurm,AF,2022-09-10 23:19:23,36.8648,70.8342,62.58,35,0,1.97
359,Clarence Town,AU,2022-09-10 23:19:23,-32.5833,151.7833,62.15,58,2,10.87
360,Alvaraes,BR,2022-09-10 23:19:23,-3.2208,-64.8042,85.87,74,34,2.17
361,Nabisar,PK,2022-09-10 23:19:24,25.0685,69.6419,89.44,59,97,10.11
362,Tinskoy,RU,2022-09-10 23:19:24,56.1525,96.9161,42.75,89,100,3.24
363,Cabra,ES,2022-09-10 23:19:25,37.4725,-4.4421,76.41,40,23,3.58
364,Palmer,US,2022-09-10 23:19:25,42.1584,-72.3287,76.24,75,75,0.0
365,Hofn,IS,2022-09-10 23:19:25,64.2539,-15.2082,51.51,93,100,13.89
366,Hvolsvollur,IS,2022-09-10 23:19:26,63.7533,-20.2243,52.57,89,100,11.52
367,Minot,US,2022-09-10 23:18:38,48.2325,-101.2963,70.02,26,0,13.8
368,Ust-Nera,RU,2022-09-10 23:19:26,64.5667,143.2,37.17,83,99,8.9
369,Mandurah,AU,2022-09-10 23:19:27,-32.55,115.7,48.9,81,2,5.32
370,Zhoucheng,CN,2022-09-10 23:20:27,35.9122,116.3117,67.89,74,64,1.95
371,Challapata,BO,2022-09-10 23:20:23,-18.9,-66.7667,55.87,33,21,7.34
372,Talnakh,RU,2022-09-10 23:20:28,69.4865,88.3972,36.21,99,100,9.28
373,Fengrun,CN,2022-09-10 23:20:28,39.8333,118.1167,65.41,85,6,3.65
374,Saint Anthony,US,2022-09-10 23:20:29,45.0205,-93.218,71.38,45,0,11.5
375,Kedougou,SN,2022-09-10 23:20:29,12.5579,-12.1743,72.23,94,99,0.87
376,Aykhal,RU,2022-09-10 23:20:29,66.0,111.5,30.52,90,89,7.0
377,Delmas,HT,2022-09-10 23:20:30,18.5447,-72.3028,84.92,70,92,5.75
378,Grand Island,US,2022-09-10 23:19:54,40.925,-98.342,67.01,50,0,6.91
379,Kropotkin,RU,2022-09-10 23:20:30,45.4375,40.5756,58.39,35,46,16.44
380,Guhagar,IN,2022-09-10 23:19:19,17.4842,73.1929,76.5,95,100,8.32
381,Road Town,VG,2022-09-10 23:20:31,18.4167,-64.6167,82.49,74,97,12.24
382,Brae,GB,2022-09-10 23:20:31,60.3964,-1.353,49.96,83,48,2.04
383,Kurilsk,RU,2022-09-10 23:20:32,45.2333,147.8833,60.96,62,0,4.03
384,Hastings,GB,2022-09-10 23:15:42,50.8552,0.5729,62.78,89,74,6.15
385,Chanika,TZ,2022-09-10 23:20:32,-5.4167,38.0167,63.5,96,58,2.71
386,Port Hueneme,US,2022-09-10 23:20:33,34.1478,-119.1951,88.88,66,100,18.41
387,Santona,ES,2022-09-10 23:20:33,43.4439,-3.4576,70.07,77,3,6.22
388,Lakes Entrance,AU,2022-09-10 23:20:34,-37.8811,147.981,58.15,53,29,15.9
389,Hermiston,US,2022-09-10 23:20:34,45.8404,-119.2895,89.82,23,0,9.22
390,Balkanabat,TM,2022-09-10 23:20:34,39.5108,54.3671,70.95,25,0,2.17
391,Kesova Gora,RU,2022-09-10 23:20:35,57.5836,37.2922,40.77,73,31,3.89
392,Broome,US,2022-09-10 23:20:35,42.2506,-75.833,74.7,68,0,4.61
393,Verkhnevilyuysk,RU,2022-09-10 23:20:36,63.4453,120.3167,34.7,82,19,6.73
394,Puerto Baquerizo Moreno,EC,2022-09-10 23:20:10,-0.9,-89.6,67.55,78,58,13.35
395,Yerbogachen,RU,2022-09-10 23:20:36,61.2767,108.0108,37.49,96,88,4.81
396,North Bend,US,2022-09-10 23:20:37,43.4065,-124.2243,88.25,79,0,13.8
397,Uruzgan,AF,2022-09-10 23:20:37,32.8333,66.0,71.76,19,0,3.04
398,Zheleznodorozhnyy,RU,2022-09-10 23:20:37,55.7503,38.0042,45.12,61,33,4.05
399,Xiuyan,CN,2022-09-10 23:20:38,40.2928,123.2744,65.32,82,8,1.86
400,Kirishi,RU,2022-09-10 23:20:38,59.4471,32.0205,41.23,81,7,2.66
401,La Macarena,CO,2022-09-10 23:20:39,2.1837,-73.7849,71.04,99,100,2.19
402,Eirunepe,BR,2022-09-10 23:20:39,-6.6603,-69.8736,74.41,95,73,1.52
403,Lamu,KE,2022-09-10 23:20:39,-2.2717,40.902,73.62,86,9,15.05
404,San Mateo Del Mar,MX,2022-09-10 23:20:40,16.2,-95.0,83.5,71,97,6.22
405,Shetpe,KZ,2022-09-10 23:20:40,44.1667,52.1167,53.89,55,1,2.42
406,Sakakah,SA,2022-09-10 23:16:56,29.9697,40.2064,89.17,14,0,7.25
407,Rodino,RU,2022-09-10 23:20:41,52.5,80.25,54.05,32,100,8.68
408,Kholodnyy,RU,2022-09-10 23:20:41,62.7167,147.95,45.5,57,20,8.48
409,Inyonga,TZ,2022-09-10 23:20:42,-6.7167,32.0667,69.46,45,17,1.63
410,Chernyshevskiy,RU,2022-09-10 23:20:42,63.0128,112.4714,33.51,84,89,2.8
411,Acari,PE,2022-09-10 23:20:42,-15.4311,-74.6158,64.98,72,42,6.44
412,Andreapol,RU,2022-09-10 23:20:43,56.6513,32.2664,40.23,74,57,5.46
413,Port Augusta,AU,2022-09-10 23:20:43,-32.5,137.7667,55.74,61,20,6.49
414,Orangeburg,US,2022-09-10 23:17:35,33.4918,-80.8557,82.94,85,0,3.44
415,Kenai,US,2022-09-10 23:20:44,60.5544,-151.2583,56.14,62,0,10.36
416,Kapit,MY,2022-09-10 23:20:44,2.0167,112.9333,72.66,99,100,0.87
417,Babushkin,RU,2022-09-10 23:20:45,51.7122,105.8647,46.89,66,43,4.85
418,Tsybli,UA,2022-09-10 23:20:45,49.9948,31.5628,55.15,87,100,22.91
419,Santa Cruz De La Palma,ES,2022-09-10 23:21:45,28.6835,-17.7642,73.54,88,0,0.0
420,Sergeyevka,KZ,2022-09-10 23:21:46,53.88,67.4158,48.07,80,100,16.75
421,Cockburn Town,TC,2022-09-10 23:21:46,21.4612,-71.1419,84.4,75,6,14.34
422,Gizo,SB,2022-09-10 23:21:47,-8.103,156.8419,83.17,70,28,7.25
423,Mirabad,AF,2022-09-10 23:21:47,30.4362,61.8383,77.72,40,0,26.78
424,Huejuquilla El Alto,MX,2022-09-10 23:21:47,22.6,-103.8667,73.76,66,100,2.42
425,Ahipara,NZ,2022-09-10 23:21:48,-35.1667,173.1667,60.93,65,79,12.44
426,Dunda,TZ,2022-09-10 23:21:48,-8.1167,34.25,64.98,65,52,2.17
427,Hamilton,US,2022-09-10 23:18:00,39.1834,-84.5333,76.87,77,0,12.66
428,Batouri,CM,2022-09-10 23:21:49,4.4333,14.3667,67.64,98,98,2.89
429,Neiafu,TO,2022-09-10 23:21:49,-18.65,-173.9833,81.28,65,75,14.97
430,Okhotsk,RU,2022-09-10 23:21:50,59.3833,143.3,51.13,54,0,20.2
431,Tautira,PF,2022-09-10 23:21:50,-17.7333,-149.15,78.01,67,13,18.41
432,Novikovo,RU,2022-09-10 23:21:50,51.1537,37.8879,44.92,53,76,8.19
433,Strangnas,SE,2022-09-10 23:21:51,59.3774,17.0312,55.94,81,100,4.5
434,Beringovskiy,RU,2022-09-10 23:21:51,63.05,179.3167,46.02,83,100,20.36
435,Moratuwa,LK,2022-09-10 23:21:52,6.773,79.8816,77.09,88,98,8.61
436,Hobyo,SO,2022-09-10 23:21:52,5.3505,48.5268,76.33,87,38,24.63
437,Ayan,RU,2022-09-10 23:21:53,56.45,138.1667,53.31,71,99,8.86
438,Anadyr,RU,2022-09-10 23:21:53,64.75,177.4833,48.7,61,75,4.47
439,Vratnica,MK,2022-09-10 23:21:53,42.1433,21.1169,60.53,66,22,3.65
440,Stykkisholmur,IS,2022-09-10 23:21:54,65.0757,-22.7297,47.32,88,84,14.09
441,Grand-Lahou,CI,2022-09-10 23:21:54,5.1367,-5.0242,73.17,93,67,6.64
442,Narsaq,GL,2022-09-10 23:21:54,60.9167,-46.05,44.82,69,65,3.04
443,Pastos Bons,BR,2022-09-10 23:21:55,-6.6017,-44.0767,81.66,32,41,3.24
444,Gat,IL,2022-09-10 23:21:42,31.61,34.7642,75.88,72,0,2.59
445,Carahue,CL,2022-09-10 23:17:10,-38.7,-73.1667,44.89,95,54,3.02
446,Jiblah,YE,2022-09-10 23:21:56,13.9216,44.1467,65.39,68,93,2.55
447,Rocha,UY,2022-09-10 23:21:56,-34.4833,-54.3333,42.04,81,0,6.35
448,Severo-Kurilsk,RU,2022-09-10 23:21:56,50.6789,156.125,56.8,73,11,12.59
449,Ola,RU,2022-09-10 23:21:57,59.5833,151.2833,52.32,82,2,1.12
450,Lagos,NG,2022-09-10 23:19:36,6.5833,3.75,75.33,89,100,3.13
451,Saint George,US,2022-09-10 23:19:03,37.1041,-113.5841,75.79,53,0,3.44
452,Manjacaze,MZ,2022-09-10 23:21:58,-24.7117,33.8828,66.16,72,0,9.31
453,Jiwani,PK,2022-09-10 23:21:58,25.05,61.7417,81.68,80,10,9.6
454,Victoria,HK,2022-09-10 23:18:42,22.2855,114.1577,85.17,84,20,3.0
455,Aklavik,CA,2022-09-10 23:21:59,68.2191,-135.0107,44.29,96,100,5.77
456,Russkiy Aktash,RU,2022-09-10 23:21:59,55.0384,52.1214,45.1,87,95,4.79
457,Paka,MY,2022-09-10 23:22:00,4.6374,103.4368,75.13,94,40,0.0
458,Amapa,BR,2022-09-10 23:22:00,1.0,-52.0,72.43,92,82,2.53
459,Boguchany,RU,2022-09-10 23:22:00,58.3814,97.4531,40.17,93,75,4.27
460,Acarau,BR,2022-09-10 23:22:01,-2.8856,-40.12,78.01,78,1,14.12
461,Prince Albert,CA,2022-09-10 23:22:01,53.2001,-105.7677,71.55,26,75,14.97
462,Saint-Pierre,RE,2022-09-10 23:22:02,-21.3393,55.4781,69.91,59,0,4.61
463,Touros,BR,2022-09-10 23:21:05,-5.1989,-35.4608,76.84,75,0,17.6
464,Rojhan,PK,2022-09-10 23:22:02,28.6868,69.9534,91.78,42,0,2.01
465,Red Wing,US,2022-09-10 23:18:05,44.5625,-92.5338,69.89,72,40,1.01
466,Bima,ID,2022-09-10 23:23:03,-8.4667,118.7167,76.75,84,26,3.33
467,Lakatoro,VU,2022-09-10 23:23:03,-16.0999,167.4164,82.35,67,69,13.73
468,La Ronge,CA,2022-09-10 23:23:04,55.1001,-105.2842,70.05,26,20,14.97
469,Voyinka,UA,2022-09-10 23:23:04,45.8699,33.9914,66.11,54,18,14.88
470,Yarkovo,RU,2022-09-10 23:23:05,57.4028,67.0786,40.21,93,85,4.47
471,Zhangye,CN,2022-09-10 23:23:05,38.9342,100.4517,63.1,26,0,5.79
472,Mudanya,TR,2022-09-10 23:23:06,40.3753,28.8822,73.63,52,0,2.55
473,Ongandjera,NA,2022-09-10 23:21:21,-17.8833,15.0667,70.41,14,0,8.48
474,Cap Malheureux,MU,2022-09-10 23:23:06,-19.9842,57.6142,67.46,72,0,1.99
475,Les Cayes,HT,2022-09-10 23:23:06,18.2,-73.75,83.71,76,30,7.23
476,Jilib,SO,2022-09-10 23:23:07,0.4883,42.7854,73.51,88,43,8.46
477,Qui Nhon,VN,2022-09-10 23:18:54,13.7667,109.2333,77.86,87,96,5.75
478,Kungurtug,RU,2022-09-10 23:23:07,50.5994,97.5228,42.19,91,53,1.41
479,Adrar,MR,2022-09-10 23:23:08,20.5022,-10.0711,97.52,22,54,14.92
480,Srandakan,ID,2022-09-10 23:23:08,-7.9386,110.2506,75.34,92,99,6.29
481,Sitka,US,2022-09-10 23:23:09,57.0531,-135.33,57.09,72,40,6.91
482,Mizdah,LY,2022-09-10 23:23:09,31.4451,12.9801,77.65,26,0,3.67
483,Akyab,MM,2022-09-10 23:23:09,20.15,92.9,78.71,89,100,9.8
484,Cooma,AU,2022-09-10 23:23:10,-36.2333,149.1333,44.55,73,10,3.49
485,Cabedelo,BR,2022-09-10 23:23:10,-6.9811,-34.8339,74.07,78,36,11.88
486,Sao Francisco,BR,2022-09-10 23:23:11,-15.9486,-44.8644,77.4,19,6,1.9
487,Miraflores,MX,2022-09-10 23:23:11,19.2167,-98.8083,77.65,65,100,4.0
488,Polis,CY,2022-09-10 23:23:12,35.0367,32.4264,71.42,68,0,2.8
489,Marsaxlokk,MT,2022-09-10 23:23:12,35.8419,14.5431,80.08,83,0,5.75
490,Bela,IN,2022-09-10 23:23:12,25.9333,81.9833,79.99,77,9,7.34
491,Mega,ET,2022-09-10 23:23:13,4.05,38.3,60.85,76,98,21.65
492,Bosaso,SO,2022-09-10 23:23:13,11.2842,49.1816,87.82,65,87,3.65
493,Bathsheba,BB,2022-09-10 23:23:14,13.2167,-59.5167,83.01,74,20,11.5
494,Sterling,US,2022-09-10 23:23:14,39.0062,-77.4286,77.9,76,100,5.75
495,Pangkalanbuun,ID,2022-09-10 23:23:15,-2.6833,111.6167,73.65,97,99,1.79
496,Dingle,PH,2022-09-10 23:23:15,10.9995,122.6711,77.47,85,84,3.29
497,Sibolga,ID,2022-09-10 23:23:16,1.7427,98.7792,75.6,83,97,3.44
498,Hammerfest,NO,2022-09-10 23:23:16,70.6634,23.6821,46.85,100,75,6.91
499,Inongo,CD,2022-09-10 23:23:16,-1.95,18.2667,69.13,91,2,4.88
500,Richards Bay,ZA,2022-09-10 23:23:17,-28.783,32.0377,64.76,95,1,3.74
501,Rawson,AR,2022-09-10 23:23:17,-43.3002,-65.1023,56.07,42,0,9.31
502,Amuntai,ID,2022-09-10 23:23:18,-2.4177,115.2494,72.63,97,98,1.59
503,Dhrangadhra,IN,2022-09-10 23:23:18,22.9833,71.4667,83.35,76,100,7.7
504,Ust-Kuyga,RU,2022-09-10 23:23:18,70.0167,135.6,38.86,93,99,0.81
505,Pak Phanang,TH,2022-09-10 23:23:19,8.3511,100.202,77.02,80,100,3.76
506,Oistins,BB,2022-09-10 23:19:08,13.0667,-59.5333,82.49,74,20,11.5
507,Potenza,IT,2022-09-10 23:23:20,40.6443,15.8086,60.8,94,22,5.79
508,Moron,AR,2022-09-10 23:23:20,-34.6534,-58.6198,58.98,56,0,3.04
509,Ixtlahuacan Del Rio,MX,2022-09-10 23:23:21,20.8667,-103.25,81.27,54,98,1.43
510,Zabol,AF,2022-09-10 23:23:21,32.25,67.25,70.02,22,0,7.65
511,Maxixe,MZ,2022-09-10 23:23:21,-23.8597,35.3472,66.34,90,0,9.53
512,Buldana,IN,2022-09-10 23:24:24,20.5333,76.1833,72.32,91,100,5.97
513,Borba,BR,2022-09-10 23:24:24,-4.3878,-59.5939,85.95,39,29,2.98
514,Sao Joao Do Piaui,BR,2022-09-10 23:24:25,-8.3581,-42.2467,83.28,32,7,7.07
515,Yertsevo,RU,2022-09-10 23:24:25,60.7966,40.086,41.09,94,98,4.14
516,Samarinda,ID,2022-09-10 23:24:25,-0.5,117.15,72.95,98,100,1.74
517,Senneterre,CA,2022-09-10 23:24:26,48.3835,-77.2328,70.3,66,8,4.23
518,Leiyang,CN,2022-09-10 23:24:27,26.4024,112.8591,75.61,59,82,1.83
519,Maltahohe,NA,2022-09-10 23:21:21,-24.8333,16.9833,68.49,17,4,10.33
520,Tezu,IN,2022-09-10 23:24:27,27.9167,96.1667,74.01,72,19,3.22
521,Kara,TG,2022-09-10 23:24:28,9.5511,1.1861,72.84,94,100,3.53
522,Ampanihy,MG,2022-09-10 23:24:28,-24.7,44.75,66.99,65,0,1.54
523,Yevlax,AZ,2022-09-10 23:24:28,40.6089,47.1492,70.43,55,100,8.75
524,Muzhi,RU,2022-09-10 23:24:29,65.3667,64.6667,35.87,92,89,5.75
525,Bac Lieu,VN,2022-09-10 23:33:38,9.285,105.7244,78.22,88,100,6.6
526,Qiyang,CN,2022-09-10 23:33:39,26.5911,111.8474,77.7,57,100,2.59
527,Dunedin,NZ,2022-09-10 23:32:58,-45.8742,170.5036,53.8,74,24,1.99
528,Ilhabela,BR,2022-09-10 23:33:39,-23.7781,-45.3581,67.24,93,99,7.96
529,Oranjemund,NA,2022-09-10 23:33:40,-28.55,16.4333,54.46,94,71,4.52
530,Halifax,CA,2022-09-10 23:31:27,44.6453,-63.5724,69.8,62,0,13.8
531,Stornoway,GB,2022-09-10 23:33:40,58.2093,-6.3865,55.36,93,49,2.3
532,Bodden Town,KY,2022-09-10 23:33:41,19.2833,-81.25,87.8,70,20,4.61
533,San Joaquin,US,2022-09-10 23:33:41,37.9333,-121.3011,88.05,39,0,10.36
534,Avera,US,2022-09-10 23:33:42,33.194,-82.5271,77.38,90,99,5.12
535,Kloulklubed,PW,2022-09-10 23:33:42,7.0419,134.2556,82.9,69,65,3.98
536,Picsi,PE,2022-09-10 23:33:42,-6.7178,-79.7697,62.44,77,0,25.32
537,Iralaya,HN,2022-09-10 23:33:43,15.0,-83.2333,81.75,84,98,9.69
538,Bolitoc,PH,2022-09-10 23:33:43,15.7395,119.8769,82.49,75,78,4.38
539,Marawi,PH,2022-09-10 23:33:43,7.9986,124.2928,74.71,76,100,2.44
540,Necochea,AR,2022-09-10 23:28:52,-38.5473,-58.7368,45.1,63,0,7.0
541,Aurillac,FR,2022-09-10 23:33:22,44.9167,2.45,55.0,93,0,3.44
542,Cheney,US,2022-09-10 23:28:48,47.4874,-117.5758,82.13,20,0,3.44
543,Rajampet,IN,2022-09-10 23:33:02,14.1833,79.1667,78.37,75,100,6.89
544,Swidwin,PL,2022-09-10 23:33:45,53.7746,15.7767,57.96,100,96,3.06
545,Harper,LR,2022-09-10 23:33:45,4.375,-7.7169,75.51,84,52,9.6
546,Ostrovnoy,RU,2022-09-10 23:33:45,68.0531,39.5131,47.1,85,97,11.59
547,Grand Gaube,MU,2022-09-10 23:33:46,-20.0064,57.6608,70.2,73,0,4.0
548,Taclobo,PH,2022-09-10 23:33:46,12.3074,122.586,82.78,75,73,9.69
549,Vostok,RU,2022-09-10 23:33:47,46.4856,135.8833,67.03,54,2,1.39
550,Duarte,US,2022-09-10 23:33:47,34.1394,-117.9773,84.0,70,20,6.91
551,Humaita,BR,2022-09-10 23:33:48,-7.5061,-63.0208,82.4,55,70,2.08
552,Haines Junction,CA,2022-09-10 23:33:48,60.7522,-137.5108,57.15,38,85,9.22
553,Marsh Harbour,BS,2022-09-10 23:33:49,26.5412,-77.0636,85.08,70,30,6.73
554,Uarini,BR,2022-09-10 23:33:49,-2.99,-65.1083,75.88,82,54,3.2
555,Marsabit,KE,2022-09-10 23:33:50,2.3284,37.9899,62.38,77,24,20.33
556,Mitsamiouli,KM,2022-09-10 23:33:50,-11.3847,43.2844,74.97,71,10,6.08
557,Sinop,TR,2022-09-10 23:46:00,41.7711,34.8709,64.31,67,0,6.17
558,Starachowice,PL,2022-09-10 23:46:00,51.0374,21.0713,57.65,90,100,4.09
559,Tucuman,AR,2022-09-10 23:46:01,-26.8241,-65.2226,60.8,25,1,5.75
560,Mar Del Plata,AR,2022-09-10 23:41:02,-38.0023,-57.5575,49.08,80,0,2.3
561,Dakar,SN,2022-09-10 23:44:23,14.6937,-17.4441,82.49,78,69,11.25
562,Gambela,ET,2022-09-10 23:46:02,8.25,34.5833,68.81,93,90,3.15
563,Uaua,BR,2022-09-10 23:46:02,-9.8414,-39.4817,72.36,75,45,16.2
564,Lavrentiya,RU,2022-09-10 23:46:03,65.5833,-171.0,44.02,82,91,6.15
565,Bohodukhiv,UA,2022-09-10 23:46:03,50.1647,35.5276,55.96,33,100,14.74
566,Los Llanos De Aridane,ES,2022-09-10 23:46:04,28.6585,-17.9182,69.55,96,0,2.3
567,Buala,SB,2022-09-10 23:46:05,-8.145,159.5921,84.96,64,20,10.54
568,Colares,PT,2022-09-10 23:46:05,38.7992,-9.4469,70.75,74,13,8.99
569,Arica,CL,2022-09-10 23:45:31,-18.475,-70.3042,60.35,72,100,6.91
570,Gorontalo,ID,2022-09-10 23:46:06,0.5412,123.0595,80.91,77,99,2.66
571,Gararu,BR,2022-09-10 23:46:06,-9.9675,-37.0833,71.08,92,53,4.32
